pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,trip_distance_miles,trip_duration_minutes,fare_amount,passenger_count
40.76388119881953,-73.9568109781531,40.77177726289707,-73.95297380450734,0.041598615998277244,1.0,3.0,1
40.775759171622525,-73.99224917832512,40.70137712470759,-74.01551043968087,6.8167283845341595,33.3939981055291,36.16951564564475,1
40.75922219165223,-73.99015435662092,40.756218998202634,-73.99161282536988,2.3055015261973235,8.687051327879239,11.539981871747955,1
40.7579447213768,-73.97677455087897,40.75184050312695,-73.96288298567121,0.4087771990158115,4.747218438191419,6.238288779015179,1
40.77384351717612,-73.96301103695589,40.777712019260285,-73.96570174526421,0.8824539990597403,1.0,5.85430293643894,1
40.75414917719584,-73.98543536802474,40.75277267264461,-73.98225384248302,3.1229680102428805,14.87850118664613,18.093874746259875,1
40.69191846710453,-74.00200353024216,40.6863867922345,-74.00798456336257,2.6157515679154817,16.152059419304972,15.039748876410227,2
40.75424196254972,-73.9713860439449,40.770380365664664,-74.0011974510409,2.1287388699505687,8.137058782351891,13.975359800731209,3
40.772803281121625,-73.95642887428488,40.77122920499342,-73.96676266923025,12.620849071200036,47.267753499370365,57.47548515968292,2
40.76544653555282,-73.9462813786645,40.75975553293955,-73.97650078795938,2.0026025621920707,3.3387816369076226,7.137751653197847,1
40.7408462925795,-73.97920645322765,40.743110974212165,-73.9800367577694,0.7807676057629488,5.900244317422237,7.917141954564018,1
40.77425554084234,-73.95182126487782,40.774453955305326,-73.97439769790059,2.2642554369019625,18.331948828411075,16.80855571698266,1
40.758380226588756,-73.95525428803046,40.77285675516744,-73.96689194210464,3.386414579847358,20.671113336776305,21.210787807432876,2
40.760169367261625,-73.98471900536651,40.74302912936662,-73.95793395046321,2.083634737792353,7.586424648748965,11.63942511846742,2
40.77356537770369,-73.95382996224284,40.76969207646953,-73.9762668303091,3.172739299310994,22.99319876112302,20.67721503837313,3
40.75277538520468,-74.00210529578526,40.776189784918955,-73.94999514392238,3.045630706438314,18.58680293757548,17.277815929157516,1
40.75214510699014,-73.96434707531154,40.777262882694984,-73.95152598567422,2.046198028054972,8.687620203136712,15.6908541939953,2
40.789738329209115,-73.96765498935119,40.78496584289931,-73.96186201145615,2.097547628605536,10.039776624499908,14.644828553687812,1
40.76434240296265,-73.95438904785621,40.794105122184945,-73.97529725357687,4.84929101240281,26.521635809012974,29.584286599761228,1
40.778943399514645,-73.96963015626065,40.78382929951871,-73.97498461875095,5.642166294546606,30.560623905421647,33.36640932497282,1
40.78836398763786,-73.97449370189084,40.783616392411965,-73.97747818854864,0.6252473742476243,1.0,6.755778014701239,1
